id,title,commemorating,date_of_incident,description,inscription,address,location_guide,map_grid_ref,previous_location,nature,physical_type,physical_materials,setting,access,post_unveiling,commissioned_by,artist(s),date_unveiled,comments,gps_x,gps_y
723,UDA Mural (Monkstown) - (nvtd),"Two UDA members: William Hobbs and James McClurg
 Person(s) commemorated",10 May 1977,Memorial mural painted on the upper part of the gable wall of a house.,Inscription and dedication,"Abbeytown Square, Monkstown, Belfast North,  County Antrim, Northern Ireland. BT37 ???",,IJ309775,,"Paramilitary, Loyalist, UDA",Mural,Paint,Street,Public Unrestricted,,UDA/UFF,,,,54.68784938253128,-5.91197330753894
724,UVF Roll of Honour (Carnan Street),"Twenty-five members of the UVF listed on a Roll of Honour.
 Person(s) commemorated",,A 'mural' compirsed of two panels fixed to a wall in the street.,Inscription and list of UVF members.,"Carnan Street, Shankill, Crumlin, Belfast North,  County Antrim, Northern Ireland. BT13 1P?",At the junction of Carnan Street and Shankill Road.,IJ323748,,"Paramilitary, Loyalist, UVF",Mural,"Wood, Paint",Street,Public Unrestricted,,,,,The street has been unofficially named 'C.COY. ST'.,54.60445885349704,-5.954010232089947
725,UDA Mural (Knockenagh Avenue),"Two UDA members: John Gregg and Robert Carson who were shot dead on 1 February 2003 during an internal UDA dispute.
 Person(s) commemorated",01 February 2003,A large mural on the gable wall of a building.,Inscription.,"Knockenagh Avenue, Whiteabbey, Belfast North,  County Antrim, Northern Ireland. BT36 ???",At the junction of Knockenagh Avenue and Doagh Road.,IJ336328,,"Paramilitary, Loyalist, UDA",Mural,Paint,Street,Public Unrestricted,,,,,,54.182974007727985,-5.9175917843517345
726,Orange Order Memorial (Schomberg House),"The 336 members of the Orange Order who were killed during the conflict. Many were also members of the security forces.
 Person(s) commemorated",,,,"368 Cregagh Rd, Castlereagh, Belfast East,  County Antrim, Northern Ireland. BT6 9EY","Within Schomberh House, the headquarters of the Orange Order.  Close to the junction of Cregagh Road and Downshire Road",IJ362712,,"Other, Loyal Order, Orange Order, Loyalist",Memorial Stone,Stone,Building Interior,Private,,Orange Order,,10 April 2011,The memorial stone was dedicated at a special meeting in the Ulster Hall on Sunday 10 April 2011.  It was then due to be installed at Schomberg House at a later date.,54.5711812070965,-5.893973829950074
8,Republican Memorial - (nvtd),Person(s) commemorated,,Large figurative statue on large plinth.,,"Outside Cavan Courthouse, STREET NAME??, Cavan,  County Cavan, Republic of Ireland. n.a.",,IH416046,,"Paramilitary, Republican, IRA","Other, Sculpture, Statute",,Street,,The names of Republicans killed in 'the Troubles' have been added to the plinth??,,,,,53.98958192308356,-7.366523798995377
800,The Clinton Centre Window,"Those killed by the Enniskillend Bomb on 8 November 1987.
 Person(s) commemorated",08 November 1987,"Window with engraved inscription; the windown has two panes of glass, both engraved, which are readable from the street and from inside the building.",Single inscription.,"The Clinton Centre, Belmore Street, Enniskillen,  County Fermanagh, Northern Ireland. BT74 ???",Small window in The Clinton Centre building overlooking the War Memorial.,IH238440,,"Civilian, and British Security, British Army","Other, Window, Inscribed window",Glass,Building Interior,"Public Restricted (viewable from inside the building when open, or from outside the building)",,,,,,54.344389262680735,-7.634592060338432
801,James Oldman Plaque ?,Person(s) commemorated,,,,"Colaghty Church, Keeran, Lack,  County Fermanagh, Northern Ireland. BT93 ???",Approximately 1.5 kilometres north-east of Lack village.,IH259672,,"British Security, British Army, UDR",Plaque,,"Building Interior, Church",Private Restricted (only viewable when Church is open),,Glassmullagh LOL 446,,,Church locked at time of first visit.,54.55283167819296,-7.600769370212242
803,John Hallawell Communion Chalice,"RUC officer John Hallawell.
 Person(s) commemorated",28 October 1983,Communion chalice,,"Parish Church of Magheracross, Main Street, Ballinamallard,  County Fermanagh, Northern Ireland. BT94","In the middle of the village, close to the junction of Main Street and Riverside Park.",IH264528,,"British Security, British Police, RUC","Other, Communion chalice",Metal Silver??,"Building Interior, Church",Private Restricted (chalice not on display),,,,,No photographs available. Visit made to church but chalice was not on display.,54.42293817915633,-7.594377376821462
804,IRA Memorial Stone (Tullykeeran),"Three IRA members: Joseph McManus, Antoine Mac Giolla Bhrighde, and Ciaran Fleming.
 Person(s) commemorated",02 December 1984,Large rough-cut piece of rock with inscription on one side.,In English with some Irish text.,"Tullykeeran, Boa Island Road (off), Belleek (near),  County Fermanagh, Northern Ireland. BT93 ???","Approximately 9 kilometres east of Belleek on the Boa Island Road, take a county road heading north for 2.5 kilometres and memorial is at a cross roads.",IH012642,,"Paramilitary, Republican, IRA",Memorial Stone,Stone Granite,Road,Public Unrestricted.,The stone was moved from a site close to Belleek to its current remote location.,"Republican Movement, County Fermanagh.",,2002,When first erected the memorial received a lot of adverse criticism from unionists because of the site close to Belleek.  Since its move it is very difficult to find.,54.52620818138947,-7.981951759523577
805,Mervyn Robinson Plaque ?,"RUC officer Mervyn Robinson.
 Person(s) commemorated",28 May 1981,,,"St Luke's Parish Church, Boa Island Road, Belleek,  County Fermanagh, Northern Ireland. BT93 ???","At the top end of the village of Belleek, at the beginning of the Boa Island Road (A47).",IG942591,,"British Security, British Police, RUC",Plaque,,"Building Interior, Church",Private Restricted (only viewable when Church is open),,RUC,,1982,Church locked at time of first visit.,54.48048724259135,-8.090425497211559
806,Hubert Gilmore Plaque - (nvtd),"Former UDR member Hubert Gilmore.
 Person(s) commemorated",01 December 1990,,,"Orange Hall, STREET NAME ??, Bready,  County Derry, Northern Ireland.",,IC448049,,"Civilian, Ex-British Security, xUDR, Loyal Order, Orange Order",Plaque,,"Building Interior, Orange Hall",,,Bready Loyal Orange Lodge,,1992,,54.88978040650796,-7.3018390096648735
807,IRA Plaque (Clonoe),"Four IRA members killed by undercover British Army (BA) soldiers in 1992, and two IRA members killed  in 1983.
 Person(s) commemorated",04 December 1983,Stone plaque with wooden surround built into a small stone wall.,Inscription in English and some Irish text.,"Clocghog Road, Clonoe,  County Tyrone, Northern Ireland. BT71 ???","Near St. Patricks Church, and not far from the junction of the Moor Road (B520) and Annagher Road (B161).",IH863674,,"Paramilitary, Republican, IRA",Plaque,"Stone Marble??, Wood, Brick",Road,Public Unrestricted,,,,,,54.54740188645045,-6.667843820758357
808,Jim Murphy Memorial Stone,"Sinn Fein (SF) activist James ('Jim') Murphy.
 Person(s) commemorated",21 April 1974,Large circular stone plaque attached to a rough cut boulder.,Inscription in English with some Irish text.,"Silverstream Estate, Main Street (off), Derrylin,  County Fermanagh, Northern Ireland. BT92 ???","At the junction of the Silverstream Estate and Main Street, not far from the Mountview Hotel in Derryln.",IH279277,,"Civilian, Political Activist","Plaque, set in Memorial Stone","Stone (Irish) Granite, inset into Sandstone boulder",Street,Public Unrestricted,,"Republican Movement, County Fermanagh",,1999,,54.19794201853046,-7.573112751627894
809,Hunger Strike Memorial (Donagh),"The twelve Republicans who died on Hunger Strike from 1974 to 1981
 Person(s) commemorated",05 May 1981,"Stone plaque on a low inclined plinth witin a small gravel enclosure surrounded on three sides by a fence, with a single flagepole.",Names of the twelve Hunger Strikers.,"Conway Place, Donagh Houseing Estate, Donagh,  County Fermanagh, Northern Ireland. BT92 ???",From the B36 turn north (by the pub) up the hill and the memorial is on the right.,IH397301,,"Paramilitary, Republican, IRA, INLA","Plaque, in a small enclosure",Stone Granite ??,Street,Public Unrestricted,,,,2001,,54.21796062465231,-7.391881461353732
810,Robert Keys Plaque ? - (nvtd),Person(s) commemorated,,,,"Enniskillen PSNI Station, STREET NAME ??, Enniskillen,  County Fermanagh, Northern Ireland.",,IH233443,,"British Security, British Police, RUC",Plaque,,Police Station,,,RUC 'L' Division,,1980,,54.346702742229844,-7.64215245199065
811,RUC Plaque (Portora School),"Six RUC officers who were former students at Portora Royal School.
 Person(s) commemorated",07 February 1976,Wooden plaque attached to wall.,Single inscription.,"Portora Royal School, Derrygonnelly Road, (A46), Enniskillen,  County Fermanagh, Northern Ireland. BT74 7HA",Outside the assembly hall within Portrora Royal School.,IH225448,,"British Security, British Police, RUC",Plaque,Wood,"Building Interior, School",Private Restricted (only viewable by appointment),,,,2008,,54.35111332433487,-7.654355608756298
812,Paul Maxwell Plaque,"Civilian Paul Maxwell killed in attack on Lord Mountbatten's boat, Mullaghmore Harbour, County Sligo, Republic of Ireland.
 Person(s) commemorated",27 August 1979,Metal plaque on wooden panel attached to chapel wall.,Single inscription.,"Portora Royal School Chapel, Derrygonnelly Road, (A46), Enniskillen,  County Fermanagh, Northern Ireland. BT74 ???","On the right-hand side, near of the front, of the chapel within Portora Royal School.",IH225448,,Civilian,Plaque,"Metal Brass??, Wood","Building Interior, School Chapel",Private Restricted (only viewable by appointment),,,,,Paul Maxwell was a student of Portora School at the time of his death.,54.35110438510702,-7.654371062638534
813,Hassard and Love Plaque ?,Person(s) commemorated,04 August 1988,,,"St Macartin's Cathedral, Church Street, Enniskillen,  County Fermanagh, Northern Ireland. BT74 ???",,IH234442,,Civilian,Plaque,,"Building Interior, Church",Private Restricted (viewable when Cathedral open),,,,2000,Cathedral locked at time of first visit.,54.34639383565903,-7.6409864838630694
814,Malcolm White Memorial Window ?,"RUC officer Malcolm White.
 Person(s) commemorated",12 August 1984,,,"St John's Church, Marble Arch Road, Florencecourt,  County Fermanagh, Northern Ireland. BT92",Approximately 3 kilometres from the junction of Marble Arch Road and Swanlinbar Road (A32).,IH160344,,"British Security, British Police, RUC","Other, Window, Stained-glass window",,"Building Interior, Church",Private Restricted (only viewable when Church is open),,,,1985,Church locked at time of first visit; photograph taken of window from the outside - awaiting a replacement photograph.,54.25784063637263,-7.754873196924431
815,Bobby Sands Memorial (Garrison),"Hunger Striker Bobby Sands who died in 1981.
 Person(s) commemorated",06 May 1981,Rectangular stone plaque attached to a rough-cut stone slab.,In English with some Irish text.,"Main Street, Garrison,  County Fermanagh, Northern Ireland. BT93 ???",At the junction of the B52 and the B53 roads in the village of Garrison.,IG941518,,"Paramilitary, Republican, IRA",Plaque,Stone Granite??,Street,Public Unrestricted,,The West Fermanagh '81 Committee,,5 May 2001,,54.41474656349412,-8.091267126451251
816,Maughan and Prue Plaque ? - (nvtd),Person(s) commemorated,,,,"Lisnaskea PSNI Station, Moorlough Road, Lisnaskea,  County Fermanagh, Northern Ireland.",,IH363331,,"British Security, British Police, RUC",Plaque,,Police Station,,,RUC,,1980,++ REFUSED ENTRY ++,54.24551248010617,-7.443615516677847
817,Harte and Mullin Plaque - (nvtd),"IRA members Gerard and Martin Harte and Brian Mullin
 Person(s) commemorated",30 August 1988,,,"Loughmacrory,  County Tyrone, Northern Ireland. BT","off A505, Near Omagh.",IH575760,,"Paramilitary, Republican, IRA",Plaque,,Road,,Series of events were held in August 2008 to mark the 20th anniversary of the killings.,Drumnakilly Martyrs Commemoration Committee,,,,54.62891394149908,-7.11044641909495
818,Victor Morrow Plaque ?,Person(s) commemorated,,,,"Galloon Parish Church, STREET NAME ??, Newtonbutler,  County Fermanagh, Northern Ireland.",,IH418262,,"British Security, British Army, British Police, RUC",Plaque,,"Building Interior, Church",,,14 Platoon 4 UDR and Lisnaskea sub-division RUC,,1981,,54.18355651591637,-7.359746757948878
819,Robert Crilly Plaque ? - (nvtd),Person(s) commemorated,,,,"Newtonbutler PSNI Station, STREET NAME ??, Newtownbutler,  County Fermanagh, Northern Ireland.",,IH416262,,"British Security, British Police, RUC",Plaque,,Police Station,,,RUC,,1981,,54.183572767186945,-7.362809858607215
820,Ernest Johnston Plaque,"RUC officer Ernest Johnston.
 Person(s) commemorated",23 September 1980,Stone plaque fixed to wall of church.,Single inscription,"Aghadrumsee Church of Ireland, Aghadrumsee Road, Aghadrumsee, Rosslea (near),  County Fermanagh, Northern Ireland. BT92 ???",From the junction of the B36 and B143 travel west on B36 for 1 mile then turn left into country road; church is about 350 metres along road on the right-hand side.,IH472314,,"British Security, British Police, RUC","Plaque, Tablet",Stone Marble ??,"Building Interior, Church",Private Restricted (only viewable when Church is open),,Parents,,,Johnston is also commemorated by a stained-glass window in the same church building.,54.22926604062751,-7.277111131995521
